CityNumber,City,CountryName,Lat,Lng,MaxTemp,Humidity,Cloudiness,WindSpeed,Continent,Country,Date
503,Tuatapere,New Zealand,-46.13,167.69,66.11,77,24,1.61,Oceania,NZ,3/22/2019
504,Alekseyevsk,Russian Federation,57.84,108.35,15.53,76,36,5.64,Europe,RU,3/22/2019
504,Alekseyevsk,Russian Federation,57.84,108.35,15.53,76,36,5.64,Asia,RU,3/22/2019
505,Itoman,Japan,26.12,127.67,71.6,78,75,14.99,Asia,JP,3/22/2019
506,Broken Hill,Australia,-31.97,141.45,84.2,21,0,14.99,Oceania,AU,3/21/2019
507,Malanje,Angola,-9.54,16.35,64.76,94,24,2.28,Africa,AO,3/22/2019
508,Ayotzintepec,Mexico,17.67,-96.13,62.96,97,92,1.95,North America,MX,3/22/2019
509,Sobolevo,Russian Federation,54.43,31.9,37.49,94,92,12.91,Europe,RU,3/22/2019
509,Sobolevo,Russian Federation,54.43,31.9,37.49,94,92,12.91,Asia,RU,3/22/2019
510,Saqqez,Iran,36.24,46.27,17.87,73,0,2.73,Asia,IR,3/22/2019
511,El Vigia,Mexico,26.85,-109.72,79,29,40,14.99,North America,MX,3/22/2019
512,Bandarbeyla,Somalia,9.49,50.81,77,100,88,6.42,Africa,SO,3/22/2019
513,Salinopolis,Brazil,-0.61,-47.36,79.16,100,92,6.98,South America,BR,3/22/2019
514,Havelock,United States of America,34.88,-76.9,55.99,71,1,8.05,North America,US,3/22/2019
515,De-Kastri,Russian Federation,51.48,140.77,9.86,100,68,9.66,Europe,RU,3/22/2019
515,De-Kastri,Russian Federation,51.48,140.77,9.86,100,68,9.66,Asia,RU,3/22/2019
516,Moree,Australia,-29.46,149.84,84.99,58,0,16.11,Oceania,AU,3/22/2019
517,Khorixas,Namibia,-20.37,14.96,63.32,65,0,2.73,Africa,,3/22/2019
518,Micheldorf,Austria,46.91,14.43,34,81,0,5.82,Europe,AT,3/22/2019
519,Borba,Portugal,38.81,-7.46,43.34,61,32,6.98,Europe,PT,3/22/2019
520,ChengDe,China,40.97,117.93,31.1,44,0,6.76,Asia,CN,3/22/2019
521,Emerald,Australia,-23.53,148.16,84,69,75,9.17,Oceania,AU,3/22/2019
522,Warri,Nigeria,5.52,5.75,78.53,91,12,7.65,Africa,NG,3/22/2019
523,Miguel Calmon,Brazil,-11.43,-40.6,73.49,82,36,6.2,South America,BR,3/22/2019
524,Porto Novo,Brazil,-23.68,-45.44,66.2,88,75,12.75,South America,BR,3/22/2019
525,Abha,Saudi Arabia,18.22,42.5,60.8,58,0,5.82,Asia,SA,3/22/2019
526,Campbell River,Canada,50.02,-125.24,62.6,50,75,5.82,North America,CA,3/22/2019
527,Tomari,Russian Federation,47.76,142.06,15.62,98,80,16.26,Europe,RU,3/22/2019
527,Tomari,Russian Federation,47.76,142.06,15.62,98,80,16.26,Asia,RU,3/22/2019
528,Henties Bay,Namibia,-22.12,14.28,61,90,0,5.99,Africa,,3/22/2019
529,Beringovskiy,Russian Federation,63.05,179.32,-0.67,100,0,19.51,Europe,RU,3/22/2019
529,Beringovskiy,Russian Federation,63.05,179.32,-0.67,100,0,19.51,Asia,RU,3/22/2019
